228	S Sicari, A Rizzardi, D Miorandi, C Cappiello…	A secure and quality-aware prototypical architecture for the Internet of Things	2016	Elsevier
229	PP Ray	A survey of IoT cloud platforms	2016	Elsevier
230	W Lei, L Xu	Research and implementation of access control model of internet of things	2016	ieeexplore.ieee.org
231	H Cha, S Lee, HJ Kim	Development and Deployment of ICT DIY Standards in Support of Internet of Things: A Qualitative Approach	2016	ieeexplore.ieee.org
232	S Oh, J Kim	Development of collaboration system for enterprise based on the IoT	2016	ieeexplore.ieee.org
233	T Lee, S Park, S Jang, S Seo…	Design and implementation of intelligent finger-aware system for user-centric service in IoT environment	2016	ieeexplore.ieee.org
234	K Anil	Open source implementation of Internet of Things as a Network of Intranet of Things	2016	ieeexplore.ieee.org
235	K Kwon, D Kim, D Kim	Oliot-Discovery Service: Dealing with Performance and Security Issues from Intra-DS Aspect for IoT	2016	ieeexplore.ieee.org
236	E Chindenga, C Gurajena…	Towards an adaptive ontology based model for interoperability in internet of things (iot)	2016	ieeexplore.ieee.org
237	HS Choi, DH Kang, NS Kim…	Cross-domain metadata environment for relative information-based service	2016	ieeexplore.ieee.org
238	WD Yoon, K Kwon, D Kim	Gs1beacon: Gs1 standard based integrated beacon service platform	2016	ieeexplore.ieee.org
239	H Han, H Bae, H Kang, J Son…	Multi agent 3D printer and robot system for mass personalization faas platform	2016	ieeexplore.ieee.org
240	H Dibowski, O Holub, J Rojíček	Ontology-based automatic setup of virtual sensors in building automation systems	2016	ieeexplore.ieee.org
241	L Ciabattoni, F Ferracuti, G Ippoliti…	IoT based indoor personal comfort levels monitoring	2016	ieeexplore.ieee.org
242	S Cha, MP Ruiz, M Wachowicz, LH Tran…	The role of an IoT platform in the design of real-time recommender systems	2016	ieeexplore.ieee.org
243	RK Kodali, A Sahu	An IoT based weather information prototype using WeMos	2016	ieeexplore.ieee.org
244	CH Lee, YH Lai	Design and implementation of a universal smart energy management gateway based on the Internet of Things platform	2016	ieeexplore.ieee.org
245	S Mehrotra, A Kobsa…	TIPPERS: A privacy cognizant IoT environment	2016	ieeexplore.ieee.org
246	RK Kodali, A Sahu	An IoT based soil moisture monitoring on Losant platform	2016	ieeexplore.ieee.org
247	A Khattab, A Abdelgawad…	Design and implementation of a cloud-based IoT scheme for precision agriculture	2016	ieeexplore.ieee.org
248	J Kim, J Yun, SC Choi, DN Seed, G Lu…	Standard-based IoT platforms interworking: implementation, experiences, and lessons learned	2016	ieeexplore.ieee.org
249	J Guth, U Breitenbücher, M Falkenthal…	Comparison of IoT platform architectures: A field study based on a reference architecture	2016	ieeexplore.ieee.org
250	P Jayaraman, A Yavari, D Georgakopoulos, A Morshed…	Internet of things platform for smart farming: Experiences and lessons learnt	2016	mdpi.com
251	MS Kim, N Kamiyama, CW Yi, WK Hong…	Managing a very connected world: A report on APNOMS2015	2016	Springer
252	A Medvedev, A Hassani, A Zaslavsky…	Data ingestion and storage performance of IoT platforms: study of OpenIoT	2016	Springer
253	D Georgakopoulos, PP Jayaraman	Internet of things: from internet scale sensing to smart services	2016	Springer
254	S Sicari, C Cappiello, F De Pellegrini…	A security-and quality-aware system architecture for Internet of Things	2016	Springer
255	J Ha, J Yoon, J Heo, Y Han, J Jung, Y Yun…	A perspective on the iot services through a multi-dimensional analysis	2015	dl.acm.org
256	J Ronkainen, A Iivari	Designing a data management pipeline for pervasive sensor communication systems	2015	Elsevier
257	G Rocher, JY Tigli, S Lavirotte…	Run-time knowledge model enrichment in SWoT: A step toward ambient services selection relevancy	2015	ieeexplore.ieee.org
258	MM Rathore, A Ahmad, A Paul	The Internet of Things based medical emergency management using Hadoop ecosystem	2015	ieeexplore.ieee.org
259	M Ptiček, V Čačković, M Pavelić…	Architecture and functionality in M2M standards	2015	ieeexplore.ieee.org
260	KR Darshan, KR Anandakumar	A comprehensive review on usage of Internet of Things (IoT) in healthcare system	2015	ieeexplore.ieee.org
261	NM Khoi, S Saguna, K Mitra…	Irehmo: an efficient iot-based remote health monitoring system for smart regions	2015	ieeexplore.ieee.org
262	J Yun, IY Ahn, NM Sung, J Kim	A device software platform for consumer electronics based on the Internet of Things	2015	ieeexplore.ieee.org
263	H Wang, Z Huang, N Zhong, J Huang…	An intelligent monitoring system for the safety of building structure under the W2T framework	2015	journals.sagepub.com
264	M Ryu, J Kim, J Yun	Integrated semantics service platform for the Internet of Things: A case study of a smart office	2015	mdpi.com
265	M Klauda, M Schaffert, A Lagospiris, G Piel…	Position of Points 2020 Paradigm Shift in E/E Architectures	2015	Springer
266	A Rizzardi, D Miorandi, S Sicari, C Cappiello…	Networked smart objects: moving data processing closer to the source	2015	Springer
267	J Soldatos, N Kefalakis, M Hauswirth…	Openiot: Open source internet-of-things in the cloud	2015	Springer
268	J Jeffords, P Kane, Y Moghaddam…	Exponentially disruptive innovation driven by service science and the Internet of Things as a Grand Challenge enabler in Education	2014	ieeexplore.ieee.org
269	DH Park, HC Bang, CS Pyo…	Semantic open IoT service platform technology	2014	ieeexplore.ieee.org
270	L Skorin-Kapov, K Pripužić…	Energy efficient and quality-driven continuous sensor management for mobile IoT applications	2014	ieeexplore.ieee.org
271	J Yun, MH Song	Detecting direction of movement using pyroelectric infrared sensors	2014	ieeexplore.ieee.org
272	J Kim, JW Lee	OpenIoT: An open service framework for the Internet of Things	2014	ieeexplore.ieee.org
273	J Swetina, G Lu, P Jacobs, F Ennesser…	Toward a standardized common M2M service layer platform: Introduction to oneM2M	2014	ieeexplore.ieee.org
274	J Kim, J Lee, J Kim, J Yun	M2M service platforms: Survey, issues, and enabling technologies	2014	ieeexplore.ieee.org
275	M Youn, J Lee	Topology control algorithm considering antenna radiation pattern in three-dimensional wireless sensor networks	2014	journals.sagepub.com
276	T Kanter, R Rahmani, Y Li, B Xiao	Vehicular network enabling large-scale and real-time immersive participation	2014	Springer
277	S Yu, J Kim, J Lee	Lifetime improvement method using mobile sink for IoT service	2013	dl.acm.org
278	J Yun, J Kim	Deployment support for sensor networks in indoor climate monitoring	2013	journals.sagepub.com
279	J Kim, J Lee	Cluster-based mobility supporting WMN for IoT networks	2012	ieeexplore.ieee.org
280	F Li, S Nastic, S Dustdar	Data quality observation in pervasive environments	2012	ieeexplore.ieee.org
281	G Rocher, JY Tigli, S Lavirotte, R Daikhi	Run-Time knowledge model enrichment in SWoT		ieeexplore.ieee.org
282	BHRKS ZEADALLY, AFL KHOUKHI	Internet of Things (IoT) Technologies for Smart Cities		IET
283	N Hajiheydari, M Talafidaryani, SH Khabiri	IoT Big Data Value Map: How to Generate Value from IoT Data	2019	dl.acm.org
284	X Wang, AK Sangaiah, M Sheng, SH Ahmed	Introduction to the Special Section on Applying Machine Learning Systems for IoT Services in Industrial Informatics	2019	Elsevier
285	L Calderoni, A Magnani, D Maio	IoT Manager: An open-source IoT framework for smart cities	2019	Elsevier
286	I Lee	The Internet of Things for Enterprises: An Ecosystem, Architecture, and IoT Service Business Model	2019	Elsevier
287	M Forcan, M Maksimović	Cloud-Fog-based approach for Smart Grid monitoring	2019	Elsevier
288	A Benayache, A Bilami, S Barkat, P Lorenz…	MsM: A microservice middleware for smart WSN-based IoT application	2019	Elsevier
289	RIS Pereira, SCS Jucá, PCM Carvalho	IoT embedded systems network and sensors signal conditioning applied to decentralized photovoltaic plants	2019	Elsevier
290	Y Hongo, K Kaneko, Y Kishita, Y Umeda	Proposal of a Workshop-based Design Method of Personalization Procedures	2019	Elsevier
291	XJ Luo, LO Oyedele, AO Ajayi, CG Monyei…	Development of an IoT-based big data platform for day-ahead prediction of building heating and cooling demands	2019	Elsevier
292	PP Ray, D Dash, D De	Edge computing for Internet of Things: A survey, e-healthcare case study and future direction	2019	Elsevier
293	H Luo, H Cai, H Yu, Y Sun, Z Bi, L Jiang	A short-term energy prediction system based on edge computing for smart city	2019	Elsevier
294	L Calderoni, A Magnani, D Maio	IoT Manager: a Case Study of the Design and Implementation of an Open Source IoT Platform	2019	ieeexplore.ieee.org
295	Y Gong, C Zhang, L Zhu	Analysis on the Development of IoT Platform in Broadcasting and TV Industry	2019	ieeexplore.ieee.org
296	M Asemani, F Abdollahei…	Understanding IoT Platforms: Towards a comprehensive definition and main characteristic description	2019	ieeexplore.ieee.org
297	W Wongthai, S Khruahong, P Srithong…	The Development of an Internet of Things Mobile Application for Tracking an Electric Bus in a Campus		ieeexplore.ieee.org
298	A Karthika, R Srinidhi, K Vasanth	Automation Of Energy Meter And Building A Network Using Iot	2019	ieeexplore.ieee.org
299	V Vallois, F Guenane…	Reference Architectures for Security-by-Design IoT: Comparative Study	2019	ieeexplore.ieee.org
300	G Larini, G Romano, M Falcitelli, S Noto…	Autonomous Driving Progressed by oneM2M: The Experience of the AUTOPILOT Project	2019	ieeexplore.ieee.org
301	F Al Rafi, A Kowanda, NS Salahuddin…	Design of Orchid Monitoring System Based on IoT	2018	ieeexplore.ieee.org
302	N Asthana, R Bahl	IoT Device For Sewage Gas Monitoring And Alert System	2019	ieeexplore.ieee.org
303	S Rachamalla, P Sindhu…	Cloud Based Home Automation: Surveillance with Mobile Phones	2018	ieeexplore.ieee.org
304	M Gokhale, R Wagh, P Chaudhari…	IOT Based E-Tracking System for Waste Management	2018	ieeexplore.ieee.org
305	YH Lin	A cloud analytics-based electrical energy management architecture empowered by edge analytics AIduino with push notifications for demand-side management	2019	ieeexplore.ieee.org
306	I Mahmood, JA Zubairi	Efficient Waste Transportation and Recycling: Enabling technologies for smart cities using the Internet of Things	2019	ieeexplore.ieee.org
307	D Sarabia-Jácome, I Lacalle, CE Palau…	Enabling Industrial Data Space Architecture for Seaport Scenario	2019	ieeexplore.ieee.org
308	AS Patade, HP Gandhi…	IOT Solutions for Hospitals	2019	ieeexplore.ieee.org
309	B Tallapragada, V Ganugapati	IoT Based Intelligent Micro Irrigation Grid with A Farmer Alert System	2018	ieeexplore.ieee.org
310	J Díaz, JE Pérez, MA Lopez-Peña, GA Mena…	Self-Service Cybersecurity Monitoring as Enabler for DevSecOps	2019	ieeexplore.ieee.org
311	O Väänänen, J Hautamäki…	Predictive pumping based on sensor data and weather forecast	2019	ieeexplore.ieee.org
312	K Vorawitsurawathana, SS Chuang…	Home Automation with Voice and Mirror Control	2018	ieeexplore.ieee.org
313	H Salman, MS Rahman, MAY Tarek…	The Design and Implementation of GPS Controlled Environment Monitoring Robotic System based on IoT and ARM	2019	ieeexplore.ieee.org
314	R Narayanamoorthi	Modeling of Capacitive Resonant Wireless Power and Data Transfer to Deep Biomedical Implants	2019	ieeexplore.ieee.org
315	A Rassa, C van Leeuwen, R Spaans…	Developing local energy markets: a holistic system approach	2019	ieeexplore.ieee.org
316	V Puri, S Jha, R Kumar, I Priyadarshini…	A Hybrid Artificial Intelligence and Internet of Things Model for Generation of Renewable Resource of Energy	2019	ieeexplore.ieee.org
317	J Min, C Kim, SY Kim, KW Kwon	A Study of Read Margin Enhancement for 3T2R Nonvolatile TCAM Using Adaptive Bias Training	2019	ieeexplore.ieee.org
318	CC Lai, ZF Akbar, CM Liu, VD Ta…	Distributed Continuous Range-Skyline Query Monitoring over the Internet of Mobile Things	2019	ieeexplore.ieee.org
319	A Berouine, E Akssas, Y Naitmalek…	A Fuzzy Logic-Based Approach for HVAC Systems Control	2019	ieeexplore.ieee.org
320	L Chao, X Peng, Z Xu, L Zhang	Ecosystem of Things: Hardware, Software, and Architecture	2019	ieeexplore.ieee.org
321	MA Sayeed, SP Mohanty, E Kougianos…	eSeiz: An Edge-Device for Accurate Seizure Detection for Smart Healthcare	2019	ieeexplore.ieee.org
322	A Parise, MA Manso-Callejo, H Cao, M Mendonca…	Indoor Occupancy Prediction using an IoT Platform	2019	ieeexplore.ieee.org
323	F Lachhab, M Bakhouya…	A context-driven platform using Internet of things and data stream processing for heating, ventilation and air conditioning systems control	2019	journals.sagepub.com
324	G Marques, R Pitarma, NM Garcia, N Pombo	Internet of Things Architectures, Technologies, Applications, Challenges, and Future Directions for Enhanced Living Environments and Healthcare Systems: A Review	2019	mdpi.com
325	L De Nardis, G Caso, MGD Benedetto	ThingsLocate: A ThingSpeak-Based Indoor Positioning Platform for Academic Research on Location-Aware Internet of Things	2019	mdpi.com
326	M Taştan, H Gökozan	Real-Time Monitoring of Indoor Air Quality with Internet of Things-Based E-Nose	2019	mdpi.com
327	EAAD Nagahage, ISP Nagahage, T Fujino	Calibration and Validation of a Low-Cost Capacitive Moisture Sensor to Integrate the Automated Soil Moisture Monitoring System	2019	mdpi.com
328	M Yamin, Y Alsaawy, AB Alkhodre, A Sen, A Ahmed	An Innovative Method for Preserving Privacy in Internet of Things	2019	mdpi.com
329	S Abba, J Wadumi Namkusong, JA Lee, M Liz Crespo	Design and Performance Evaluation of a Low-Cost Autonomous Sensor Interface for a Smart IoT-Based Irrigation Monitoring and Control System	2019	mdpi.com
330	JM Fernandez, I Vidal, F Valera	Enabling the Orchestration of IoT Slices through Edge and Cloud Microservice Platforms	2019	mdpi.com
331	YY Chen, YH Lin, CC Kung, MH Chung, I Yen	Design and Implementation of Cloud Analytics-Assisted Smart Power Meters Considering Advanced Artificial Intelligence as Edge Analytics in Demand-Side …	2019	mdpi.com
332	DH Park, ST Oh, JH Lim	Development of UVB LED Lighting System Based on UV Dose Calculation Algorithm to Meet Individual Daily UV Dose	2019	mdpi.com
333	I Sarkar, B Pal, A Datta, S Roy	Wi-Fi-Based Portable Weather Station for Monitoring Temperature, Relative Humidity, Pressure, Precipitation, Wind	2019	Springer
334	I Marcu, C Voicu, AMC Drăgulinescu, O Fratu…	Overview of IoT basic platforms for precision agriculture	2019	Springer
335	M Kim, J Lee, J Jeong	Open Source Based Industrial IoT Platforms for Smart Factory: Concept, Comparison and Challenges	2019	Springer
336	R Venkataswamy, R Paul, J Jogy	Internet of Things Based Autonomous Borewell Management System	2019	Springer
337	P Azad, NJ Navimipour, AM Rahmani, A Sharifi	The role of structured and unstructured data managing mechanisms in the Internet of things		Springer
338	S Schefer-Wenzl, I Miladinovic, A Ensor	A Survey of Mobile Learning Approaches for Teaching Internet of Things	2018	Springer
339	S Mishra, S Jain, C Rai, N Gandhi	Security Challenges in Semantic Web of Things	2018	Springer
340	W Kim, H Ko, H Yun, J Sung, S Kim, J Nam	A generic Internet of things (IoT) platform supporting plug-and-play device management based on the semantic web	2019	Springer
341	AR Shreyas, S Sharma, H Shivani…	IoT-Enabled Medicine Bottle	2019	Springer
342	Y Yamato	Study of parallel processing area extraction and data transfer number reduction for automatic GPU offloading of IoT applications	2019	Springer
343	F Daneshgar, OA Sianaki, A Ilyas	Overcoming Data Security Challenges of Cloud of Things: An Architectural Perspective	2019	Springer
344	N Dipsis, K Stathis	A RESTful middleware for AI controlled sensors, actuators and smart devices	2019	Springer
345	S Neogi, Y Galphat, P Narkar, H Punjabi…	IoT Based Air Quality Monitoring Systems-A Survey	2018	Springer
346	A Kovtunenko, M Timirov, A Bilyalov	Multi-agent approach to computational resource allocation in edge computing	2019	Springer
347	M Sharma, G Singh	Need and Design of Smart and Secure Energy-Efficient IoT-Based Healthcare Framework	2019	Springer
348	E Badidi	A Fog Node Architecture for Real-Time Processing of Urban IoT Data Streams	2019	Springer
349	T Malche, P Maheshwary, R Kumar	Environmental Monitoring System for Smart City Based on Secure Internet of Things (IoT) Architecture	2019	Springer
350	A Belfkih, C Duvallet, B Sadeg	A survey on wireless sensor network databases	2019	Springer
351	U Drakulić, E Mujčić	Remote Monitoring and Control System for Greenhouse Based on IoT	2019	Springer
352	KE Lakshmiprabha…	Hydroponic‐based smart irrigation system using Internet of Things	2019	Wiley Online Library
353	S Sayed, T Hussain, A Gastli…	Design and realization of an open‐source and modular smart meter	2019	Wiley Online Library
